Title,Content,Ingredients,Recipe Yield,Direction
Rizses-szójas ételek,"Ez volt az első alkalom, amikor soványan főztem, és ízletesnek találtam! Késlekedtem, míg végül elhatároztam, hogy milyen ételben tegyem a szóját. Van egy kis hátrányom, amikor hallom a szóját, azonnal eszembe jutnak a 1989 előtti idők :(. De most sikerült túllépnem ezen a hátrányon, valóban, sikeresen helyettesíti a húst!","1 csésze tea rizzsel, 
egy marék zsíros paprika (voltam fagyasztott tartalékom), 
5 cseresznye paradicsom, 
1 kis hagyma, 
2 teáskanál paprika, 
fűszerek (voltam sertéshús fűszerek), 
50 ml olaj, 
só, 
50 g szójabab (kb egy marék jól), 
2 fokhagyma, 
petrezselyem és zöld petrezselyem.","Kezdjük el a szójabab kockák főzésével. Használjunk zöldségeket, a fogás csodálatos tavaszi illatot fog kölcsönözni.","Kezdjük a szójababból, amelyet forró, sós vízben főzzünk meg, és adjunk hozzá pár szál petrezselyemzöldet. A szójababot kb. 20 percig főzzük. Tisztítsuk meg a rizst a szennyeződésektől és öblítsük le, majd főzzük sós vízben. Amikor megfőtt, vegyük le a tűzről, öblítsük le hideg vízben, és tegyük újra a tűzre, csak egy csésze víz hozzáadásával. Adjuk hozzá a héjától megtisztított paradicsomot és a szép paprikát, és főzzük alacsony lángon. Közben egy serpenyőben melegítsünk fel olajat, adjunk hozzá apróra vágott hagymát, pirítsuk meg 1 percig, adjunk hozzá fűszert, és öntsük a rizsre. Főzzük alacsony lángon, nem több mint 10 percig, időnként keverjük. A 20 percig főtt szóját öntsük le a vízről, nyomkodjuk meg kicsit, és adjuk a rizshez. Adjuk hozzá a finomra vágott fokhagymát, ízesítsük, főzzük 1-2 percig, keverjük össze, hogy ne ragadjon le. A fogás úgy kell kinéznie, mint egy pilaf. Melegen szervírozzuk, apróra vágott zöldségekkel díszítve, csak a szervírozás előtt. Jól illik bármilyen savanyúsághoz, vagy friss káposztasalátához."
Pilaf szárnyas,"Nan

Nincs","1 fél pohár rizs
1 nagy vöröshagyma
2 piros paprika
1 zöld paprika
1 doboz Cirio Pelati
1 szál petrezselyem
4 evőkanál olaj
Vegeta
bors","Nan

Nincs","A hagyma megpucolva, apróra vágva, néhány percig olajban pirítva. A rizst alaposan megmossuk és hideg vízbe áztatjuk. Mikor a hagyma megpirult, 4 pohár víz, Vegeta, bors hozzáadásával főzzük. A lecsöpögtetett rizst a forró vízhez adjuk, és 10 percig főzzük, kevergetve, hogy ne ragadjon össze. A tisztított és apróra vágott paprikákat, a darabolt paradicsomot és a levét is hozzáadjuk, és még 10 percig főzzük. Sózzuk, borsozzuk, és beleteszünk egy felhevített sütőbe, 30 percig sütjük, időnként kevergetve. Amikor a víz elpárologtatódott, és a rizs kész, apróra vágott petrezselymet szórunk rá, sózzuk, borsozzuk, és még néhány percig sütjük, amíg színe szép barna lesz. Így is fogyasztható, savanyúsággal, vagy köretnek húsokhoz is. Jó étvágyat!"
Krumpli és szója gombóc - vegetáriánus,"Ez Jamie Oliver által javasolt recept az Aller hande/ Albert Heijn Hollandia magazinban. Ez egy egyszerű recept, de meglepően finom.","6-7 krumpli
1 csomag szója kockák
1 vöröshagyma
3 evőkanál olaj
1 teáskanál paprika
só
kakukkfű","Nan

Nincs","A hagyma és a krumpli megmosásra kerül. A hagymát apróra vágják és olajban kisütik. Hozzáadunk egy kis paprikakrémet, majd egy liter vízzel eloltjuk. Amikor forrni kezd, hozzáadjuk a szójakockákat, és kb. 15 percig főzzük. Ha szükséges, még vizet adhatunk hozzá. Hozzáadjuk a krumplikat, és hagyjuk fedő alatt, amíg a víz elpárolgott, és szósz keletkezett. Ízlés szerint sózzuk. Tálaláskor friss petrezselyemmel és savanyúsággal szolgáljuk fel."
"Chili con ""carne"" :)","Nan

Nincs","900 gr vörös bab
2 jó érett paradicsom
200 ml húsleves
450 gr finom szójabab
1 vöröshagyma
1 aprított csípős paprika
1 ek csípős paprika fűszer
1 ek köménymag
1 ek oregánó
1 ek feketebors
sütéshez olaj
só",Óvatosan tisztítsd meg a paprikát a keserű szemektől és vigyázz a szemedre is! :P,"Ha a bab friss, legalább 2 órán keresztül be kell áztatni. A szóját sós vízben főzzük. A vékonyan felvágott hagymát kevés olajon pirítjuk, majd a vékonyan felvágott paradicsomokat és a csípős paprikát adagoljuk hozzá. Miután a paradicsomok megpuhultak, a szóját is hozzáadjuk és egy kicsit pároljuk. Ezután teszünk a babot, a csípős paprikát, a köményt és a levest. Fedelünk le és addig főzzük, amíg a folyadék majdnem elpárolgott. Sóval, borssal és oreganóval ízesítjük."
Stevie rizst eszik,"Ez a recept a téli időszakra van, amikor fagyasztott vagy konzerv paradicsomot, paprikát, sárgarépát és hagymát használnak a kamrából. Nyáron friss zöldségeket lehet használni.","500g Stevié
1csésze rizs
1 vöröshagyma
2 szál petrezselyem
1 teáskanál húsleves
só
bors
4 evőkanál olaj","Nan

Nincs","A stevia-t, megtisztítva a száraktól, hideg vízzel jól átmosva, forraljuk 3-4 percig egy forró vízzel teli lábasban; majd szűrjük és vágjuk fel; egy forró olajban pirítsuk meg a hagymát, adjuk hozzá a steviát, a jól átmosott és lecsöpögtetett rizst, a húsleveskockát és 4 csésze vizet; tegyük rá a fedelet és főzzük lassan; miután a rizs megfőtt, fűszerezzük, adjuk hozzá a jól átmosott és apróra vágott petrezselymet, és 3-4 perc múlva kapcsoljuk ki a tűzhelyet."
Tésztás töltelék almával és dióval,"Gyakran használjuk a szóját, de 40 napos postázáskor egyszer vagy kétszer használjuk.","2 csomag sütőlap
5-6 alma
1/2 teáskanál fahéj
2 evőkanál méz
100 g darált dió
2 evőkanál méz
1 csomag vaníliás cukor
2 evőkanál olívaolaj
50 ml szójatej","Nan

Nincs","A tésztát frissen veszem meg. Az almákat meghámozom, kockákra vágom, olívaolajjal megpárolom egy lábasban, és amikor majdnem kész, mézet és fahéjat teszek hozzá, hagyom kihűlni, és előkészítem a már mézzel, vaníliával és 50 ml szójatejjel összekevert máktortát. Az összetevőket egy tálba keverem. A tésztát kinyújtom, és előmelegítem a sütőt 180 fokra. Az almákat ráteszem, és megtekerem, majd a sütőpapírral bélelt tepsibe helyezem, és mellé teszem a mákos-mézes tekercset, amit így készítettem el: a tészta teljes felületére rákenem az összetevőket, és a két végétől kezdve megtekerem, majd a közepén összekötöm, és 2 centiméteres darabokra vágom, és az almákkal együtt sütöm. A sütőben kb. 30 percig voltak. Jó étvágyat!"
Rizs Páló Csiperke és Leurda,"Nan

Nincs","1 paprika
5 gomba
olaj
rizs
fűszerpaprika, bors
petrezselyem levelei, petrezselyemzöld","Nan

Nincs","Egy serpenyőben felmelegítik az olajat, beleteszik a felaprított hagymát, a kapia paprikát és a kis kockákra vágott gombákat. Hagyjuk, hogy megfőjjön, és adjunk hozzá 2 csésze vizet. Hagyjuk, hogy forrjon, és adjunk hozzá egy csésze rizst. Amikor a rizs megfőtt, adjunk hozzá vegetát, borsot és apróra vágott petrezselyem- és kaporleveleket. Hagyjuk, hogy még egyszer felforrjon, és kapcsoljuk ki a tűzhelyet."
Csemege gombás csiperkepörkölt,"Főtt bab, rántott bab, vagy ahogy mi mondjuk, manciuria halászlé.","1 kg kisebb gomba
2 hagyma
Édes paprika
1 fej fokhagyma
Só
Bors
Vegeta
Paradicsom lekvár
Olívaolaj","Nan

Nincs","A gombákat soha nem kell megtisztítani, csak jól meg kell mosni a földet, és aztán le kell önteni. A vöröshagymát apróra vágjuk, a gombák kalapját és farokát kissé nagyobbra vágjuk, és a fokhagymát szeletekre vágjuk. A felmelegített olajban a vöröshagymát és a fokhagymát megpirítjuk, fokozatosan hozzáadjuk a gombákat, jól összepirítjuk és hozzáadjuk a gombák másik részét, beleöntjük a paprikát, sót és borsot. Fedjük le egy fedővel, hogy megpuhuljon, és adjuk hozzá a paradicsompürét és a petrezselymet. Ez a főzési titok az, hogy nem használunk vizet, a gombák magukban elég vizet tartalmaznak, így megőrizve az egyedi ízét. Közepes lángon süssük a sütőben, hogy tovább csökkenjen. A tálaláshoz, hogy ne ragadjon le a lábas aljáról, gyakrabban keverjük a főzést. Melegen és hidegen is tálaljuk, galuskával és petrezselyemmel."
Vetkőzött padlizsán és sült paprika,"A kerti borsó eredetileg a Közel-Keletről, Délkelet-Ázsiából és Észak-Afrikából származik. A borsó egy széles bab, az egyik legrégebbi meghonosított növény, amelyet már az ókori egyiptomiak, zsidók, görögök és rómaiak is nagyra becsültek, és élelmiszerként, de isteni ajándékként is használták.","500 g fagyasztott, megsült padlizsán
egy 800 g-os üveg paprika, megsütve, vagy 6-8 paprika
3 gerezd fokhagyma
2 evőkanál olaj
só
bors
egy babérlevél
egy finomra vágott zöld petrezselyem
egy 400 g-os konzerv paradicsompüré","Nan

Nan","A hagyma megtisztításra és kockákra vágásra kerül, a sült paprika leválik és nagy kockákra vágásra kerül, a felengedett uborkákat lecsöpögtetik, a húslevesben lévő paradicsomok kockákra vágásra kerülnek. Egy nagy lábosban felmelegítik az olajat, hozzáadják a hagymát és egy csésze forró vízet. Kicsit megpárolják, majd hozzáadják az uborkát és a sült paprikát, valamint egy csésze főtt vízzel. Közepes lángon, fedő alatt 15 percig főzik. Amikor a hagyma megpuhul, ízlés szerint fűszerezik és hozzáadják a húslevesben lévő paradicsomokat. 10 percig főzik, ha szükséges, még hozzáadhatnak egy kis főtt vizet. Amikor a tűz kikapcsol, hozzáadják a jól összetörött fokhagymát és a finomra vágott petrezselymet. Sült kukorica liszttel, vegán ételekhez vagy egy szelet csirkemellel (azoknak, akik nem tartják a böjtöt) szolgálhatja fel."
Paprikás körtével olívabogyóval,Egyszerű étel,"200 g fekete olajbogyó
egy nagy vöröshagyma
3 evőkanál zöldség-bouillon
egy csokor petrezselyem
só, bors, Knorr zöldség ízlés szerint
olaj","Nan

Nincs","Megmosdik és 2 cm-es szeletekre vágjuk a póréhagymát, és főzzük. A bogyókat egy külön edényben 10 percig pároljuk. Egy serpenyőbe 3-4 evőkanál olajat öntünk, és megpirítjuk a hagymát; hozzáadjuk a majdnem főtt póréhagymát, és 2 percig pirítsuk. Hozzáadjuk a vizet, amelyben a póréhagymát főztük, annyi mennyiséget, hogy ellepje a hagymát és a póréhagymát. Ezután 3 evőkanál koncentrált húsleves, és a megfőtt olajbogyókat. Ízesítsük sóval és borssal, és adjuk hozzá a finomra vágott petrezselymet."
Fasírozott bableves,"Nan

Nincs","500 g száraz borsó
2 babérlevél
2 nagy hagyma
3 evőkanál paradicsom paszta
1 gerezd fokhagyma
só
bors
olaj","Nan

Nincs","A babot forralni kell. Miután néhány forrást ér el, öntse le a vizet, és forralja újra. Adjunk hozzá egy fűszerágát, és fedő alatt, alacsony lángon főzzük, amíg a babok megpuhulnak. Vágjuk a vöröshagymát apróra, sózzuk és borsozzuk, majd kevés olajon pirítsuk meg, majd öntsünk rá vizet, és hagyjuk, hogy párolódjon. Amikor megpuhult, adjunk hozzá paradicsomoszt, és főzzük még egy kicsit. Távolítsuk el. A forró babot öntsük le a forralási folyadékból, tegyük egy nagy robotgépbe, adjunk hozzá olajat, sót és fokhagymát, majd jól keverjük össze, amíg egyenletes pépet kapunk. Kínáljuk a babkrémet a pirított vöröshagymával."
Krumplis rakott,Vitaminokban gazdag és könnyen elkészíthető saláta.,"500 g liszt
300 ml meleg víz
1 csomag száraz élesztő (7 g) vagy 25 g friss élesztő
2 teáskanál só
1 teáskanál cukor
700 g krumpli
5 evőkanál olaj
só
bors","Nan

Nem","Egy edényben keverjük össze a száraz élesztőt a liszttel. Hozzáadjuk a sót, a cukrot és fokozatosan meleg vizet, jól dagasztva, amíg egy tésztát kapunk, amely könnyen lehúzható a kezekről. Hagyjuk egy óráig dagasztani, amíg a tészta megduplázza a térfogatát. A töltelékhez: tisztítsuk meg a burgonyákat, mossuk meg és vágjuk kockákra, majd forraljuk fel őket; miután megfőtt, szűrjük le és törjük össze villával vagy burgonyaprésszel; adagoljuk egy evőkanál olajat, és keverjük el, amíg homogén nem lesz; végül ízlés szerint sózzuk és borsozzuk. A dagasztott tésztát két részre osztjuk; minden részt egyenként kettévágunk, és minden egyes darabot további négy részre osztunk; nyújtsuk ki minden darab tésztát lisztezett asztalon a nyújtóval, majd fele részére tegyünk egy vagy két evőkanál tölteléket; visszahajtjuk a tésztát a töltelék fölé, és az éleket ujjainkkal szorítsuk össze, hogy összeérjenek, majd jól melegített olajban süssük (kb. 1 cm-es olaj legyen a serpenyőben). Amikor kiveszed a serpenyőből, ropogósak, de amikor egy kicsit állnak, lágyak és nagyon finomak, egy fokhagymás mártással, vagy friss fokhagymával vagy tejszínnel kenve és reszelt sajttal tálalva, vagy bármi mással, amit szeretne :) A fokhagymás mártáshoz: 7 gerezd fokhagyma, 4 evőkanál olaj, só és bors ízlés szerint, 2 evőkanál víz, 1 teáskanál paprika (opcionális). A fokhagyma gerezdeket megtisztítjuk és áttörjük a fokhagyma présen; adagoljuk egy evőkanál olajat, és jól keverjük el; végül adjuk hozzá a sót, a borsot és a vizet, és jól keverjük össze. Jó étvágyat! :)"
Zöldséges tál,"Elhoztam valami édeset és böjtös ételeket...azoknak, akik még böjtölnek:)","Hat nagy és szívós piros alma,
két közepes hagyma,
két közepes tök,
egy vöröshagyma,
egy kaliforniai paprika,
egy maroknyi borsó,
két gerezd fokhagyma,
egy babérlevél és
egy ág petrezselyem.","Ha használod a fazekat, biztos lehetsz benne, hogy a íze különleges lesz, olyan, mintha a falusi étel lenne. Friss házi kenyérrel, vagy pirított kenyérrel is tálalhatjuk.","A paradicsomot megtisztítjuk a bőrétől és kiszedjük a magjait, majd kisebb darabokra vágjuk. A hagymát is megtisztítjuk és karikákra vágjuk. A cukkinit, a padlizsánt és a paprikát megtisztítjuk és kisebb darabokra vágjuk. A fokhagymát is megtisztítjuk és apróra vágjuk. Hozzáadjuk a 3 evőkanál olívaolajat vagy napraforgóolajat, amennyire szeretnénk. A cukkinit először megfuttatjuk, majd hozzáadjuk a paprikát, a cukkinit, a borsót, a hagymát és a fokhagymát, és ezeket is megpirítjuk. Hozzáadjuk a paradicsomokat és a babérlevelet, ízlés szerint fűszerezzük. Az összes hozzávalót egy agyag vagy yena tálba tesszük és a sütőbe tesszük. Tálalás előtt egy csipetnyi apróra vágott petrezselymet szórunk rá."
Posta Fánkja,Szuper lakomát!,"800 g tészta lap
200 g zöldség pástétom
250 g füstölt tofu sajt
100 g olíva
ketchup
szezámmag
oregánó",Lehet melegen és hidegen is fogyasztani.,"Kinyújtunk egy tésztát, amit felváltva megkenünk félbe ketchup-szel. Erre rákenünk a pástétomot és reszelünk rá sajtot. A olajbogyókat megtisztítjuk, majd karikákra vágjuk és a reszelt sajt tetejére helyezzük. A másik felét a tésztára helyezzük, összenyomjuk és egy lisztezett tűvel kiszaggatjuk. A kiszaggatott tésztát egy sütőpapírral bélelt tepsibe helyezzük, kétszer megforgatjuk és megkenjük egy kevés vízzel. Erre szórjuk rá a bazsalikomot és a szezámmagot. Előmelegített sütőben, 180 fokon sütjük, amíg a tészták aranybarna színűek és ropogósak. Jó étvágyat!"
Párolt tök a lakoma része,"Nan

Nincs","200 ml ásványvíz
só
bors
petrezselyem
fehér liszt
olaj","Nan

Nincs","Pároljuk a 2 liter űrtartalmú lábasban a babot, és legalább egyszer cseréljük ki a vizet. Miután jól megfőtt, öblítsük le hideg víz alatt, hogy eltávolítsuk a lehullott héjakat, és turmixgéppel pürésítsük sóval/ízesítővel. Ezután adjuk hozzá a finomra vágott fokhagymát és egy kevés olajat, és keverjük össze, hogy teljesen összeolvadjon. A babok főzése közben készítsük el a pirítást: vágjunk apróra egy vöröshagymát, és pároljuk olajban, amíg megbarnul. Ezután adjuk hozzá a levest és főzzük további 5 percig. Egy tányérra helyezzünk 2-3 evőkanálnyi pürésített babot, és egy kanál pirítást. A finomabb íz és a szép megjelenés érdekében tegyünk egy kanál karamellizált hagymát is. Vágjunk julienne-re egy vöröshagymát, szórjunk rá cukrot, és pároljuk egy felmelegített serpenyőben. Szervírozzuk hidegen! Jó étvágyat!"
Fasírozott bab sült hagymával,"A hozzávalók mennyiségeit nem határoztuk meg, mert mindenki ízlése szerint változhat.","Zöld petrezselyem,
5 megfelelő hagyma,
ízlés szerint fokhagyma,
olaj a hagymához főzéshez,
200 g paradicsomlé / húsleves,
1 teáskanál cukor a karamellizáláshoz.","Ez abszolút finom, ha savanyúsággal tálalják.","A sárgarépát hosszában csíkokra vágjuk, majd félbevágjuk. A vágás mentén kinyitjuk, megsózzuk és papírtörlőre rakjuk, hogy pihenjen 30 percig. A hagymát megtisztítjuk és kockára vágjuk, a fokhagymát megtisztítjuk és apróra vágjuk. A paradicsomot és a paprikát megtisztítjuk és kockára vágjuk. A sárgarépákat megtisztítjuk és reszeljük. Egy serpenyőben felmelegítünk egy kevés olajat, hozzáadjuk a hagymát, kisütjük, majd egyesével hozzáadjuk a sárgarépát, a paprikát, a paradicsomot és a fél adag fokhagymát. Sózzuk, borsozzuk és ha szükséges, egy kevés cukorral csökkenthetjük a paradicsom savasságát. Ezt az összetevőket lassú tűzön addig főzzük, amíg a levét leveszi. Külön sütjük a sárgarépákat mindkét oldalukon, majd papírtörlőre tesszük. A sütőt 200 C-ra melegítjük, egy sütőedénybe tesszük a sárgarépákat, melyeket a hosszában elvágott részeken át töltünk meg. Alacsony lángon nagyon kevés vízzel öntjük le. Sütjük 20-25 percig."
Imam Bayıldı töltött padlizsán,Köszönöm Rocsi a inspirációért!!!,"3 hagyma
egy fej fokhagyma
4 húsos és meghámozott paradicsom
2 paprika
2 közepes méretű sárgarépa
olívaolaj
fél csokor petrezselyem
fűszerek
opcionális csípős paprika","Nan

Nincs","A cukkinit megmossuk és megtisztítjuk a héjától. Kör alakú szeleteket vágunk, majd kicsit megsózzuk. Egy tálba teszünk ásványvizet, egy kis sót, borsot és petrezselymet. Azután adunk hozzá lisztet, kis kis adagokban, esőben, amíg egy több, mint palacsintatésztához hasonló masszát kapunk. Egy tányérra egy kis fehér lisztet szórunk. Egy serpenyőbe öntünk néhány csepp olajat. A cukkiniszeleteket a fehér lisztbe mártjuk, majd a palacsintatésztába. A serpenyőbe tesszük őket, és mindkét oldalukat megpirítjuk. Amikor kész, egy tányérra tesszük őket, amibe konyhai papírtörlőt teszünk, hogy fel szívja a felesleges olajat. Jó étvágyat!"
